HomeworkType,Difficulty,Subject,Length,StudyHours,PreviousCompletionTime,StudentFocusLevel,TeacherClarity,SubmissionUrgency,ResourcesProvided,CompletionTime
Essay,Hard,Computer Science,21,4.902547103085683,172.61351768269589,0.9725418094655603,0.332834563291858,High,Full,212.17636078460092
Math Problems,Easy,Literature,43,5.019502513468101,162.39062107992058,0.5085335227796164,0.12330646322453664,High,Full,196.65686191151343
Essay,Easy,Math,35,0.5455431376977706,195.7750985957403,0.5562996581290127,0.3566905701879989,Medium,Partial,219.1610276191148
Research,Hard,Computer Science,13,3.0265293238580036,213.76021896440773,0.6149547656053928,0.5985729548904474,High,None,78.91363919810104
Essay,Hard,Science,49,13.193381564266597,197.6981797389708,0.9391133274703397,0.10144106879412595,Low,Full,43.05389207782208
Presentation,Easy,Computer Science,10,6.905324128746752,14.357442776101552,0.8723861118793268,0.3548971754287007,High,None,276.2898747513113
Coding,Moderate,Literature,44,14.771400238899293,179.2611293169574,0.2535410121594799,0.893269299090925,Low,Full,174.64899023669716
Essay,Moderate,Science,47,6.237765471819992,57.93190193221627,0.49308203606236756,0.6342837265966248,High,None,58.84038848461212
Presentation,Hard,Literature,10,10.870203594313498,40.57344982283601,0.5176003853767837,0.6470765416728824,Low,Partial,241.12942583789805
Presentation,Moderate,Science,46,4.587826122118573,156.85242050380117,0.8101865004838811,0.46302787452371796,Low,None,275.75503193934554
Research,Easy,History,13,5.775239796543536,83.54093494376983,0.6426035943448918,0.70882492914317,Medium,Full,63.325602792766084
Presentation,Hard,Math,37,3.2655268200679726,23.13694757520195,0.6887984158261117,0.2709394896073233,Low,None,247.9625497516965
Presentation,Easy,Math,38,5.532404343241227,41.65483891162311,0.9983799168990558,0.8368721293457725,Medium,Partial,280.96914247595157
Presentation,Easy,Literature,24,8.434944046099325,10.213765880091044,0.16746403912301178,0.20502020794230985,High,Partial,282.4330560843649
Presentation,Moderate,Math,2,14.880706774199117,217.74143428928267,0.3007088411803597,0.6904012191877983,High,None,275.53459157124786
Math Problems,Hard,Literature,22,10.130924839540892,15.662136283484875,0.4671063436343922,0.40703439323771473,High,Full,170.7299885226293
Math Problems,Hard,Literature,17,3.3890663389205535,58.174826987187544,0.41300416274399854,0.7727616735242291,Low,Partial,116.52022541735273
Research,Moderate,Literature,36,1.1519409030774914,105.74043955821868,0.11948100521228523,0.594788096139418,High,Partial,17.072750192792647
Essay,Easy,Math,14,2.3321689790604037,92.0114049686884,0.18259984582405825,0.5071177346308446,High,None,32.359984658385216
Presentation,Easy,Literature,10,8.657050418459187,219.69695168993843,0.7128579622632185,0.2524801618839223,Medium,Partial,137.21911935975635
Essay,Easy,Math,35,11.594824767843111,19.266457518944687,0.8913920170263046,0.6731393178559175,Medium,Partial,128.80795172158042
Essay,Easy,Literature,25,14.13607850586083,127.80938276572186,0.5628043101393798,0.9772928590783717,High,Full,67.64346422741671
Research,Hard,Computer Science,3,0.7294359939539019,166.510276380606,0.5852719715622697,0.8430430824163135,High,Full,127.71180798902219
Presentation,Hard,Literature,47,8.080022052647113,224.29053394666883,0.3295840895491415,0.15400737333011064,Low,Full,64.77526865477991
Presentation,Moderate,Science,38,7.327576665236063,152.68538798845583,0.7910887272703402,0.438606440525072,Low,None,256.90550704111456
Coding,Moderate,Literature,17,10.012797818647707,194.8637042827054,0.7766151286305307,0.9330247082712446,High,Partial,99.98554019454566
Essay,Hard,History,12,8.613893389747458,29.25673570443013,0.6295291202958909,0.5527393728013192,Medium,None,185.59083979511834
Essay,Hard,Literature,24,10.462067683445968,98.7660875154933,0.29139785786020855,0.6959006432273612,High,Partial,158.31027266973973
Math Problems,Easy,Science,29,10.04219747886326,96.00784093018552,0.1873163964133805,0.9213394110322514,Low,Partial,29.786392114287782
Coding,Easy,Science,43,2.19667001044022,213.84628978481507,0.1578147182714133,0.8864152213778926,Medium,Partial,283.53661005498236
Math Problems,Moderate,Math,25,12.095909747471435,44.815369390553236,0.63342645997859,0.5516383379864599,Medium,Full,165.25940380138775
Math Problems,Hard,Computer Science,36,2.2868723478867103,44.93381963742496,0.8425317872285201,0.4938816723918419,Low,None,107.64142836666737
Math Problems,Moderate,Literature,26,10.628694065532487,85.56837447373364,0.8724973886028323,0.4057233566316284,High,None,60.06607234542445
Research,Hard,Math,38,6.534107830788797,22.527190894372644,0.5172598669091049,0.7471174988466021,High,Partial,111.48009089714819
Research,Easy,Computer Science,1,7.95083565136067,51.965349350072714,0.8058441693760452,0.358288119524389,High,None,20.84580686166601
Math Problems,Moderate,Literature,20,13.597821208447803,231.99821686551908,0.9521921767069212,0.32489884578781014,Low,Full,118.61407427426485
Coding,Moderate,History,28,13.403314033865556,108.48230616944976,0.3476531012392612,0.4206249051434021,Medium,None,166.47348928178388
Essay,Hard,Literature,16,12.358916431997928,155.36441793716037,0.45816431174268146,0.25949355119091283,Low,Partial,263.4818800675192
Coding,Easy,Science,47,7.897151516616687,177.00558964926648,0.9383310933370126,0.7256078343511906,High,Full,210.90170904387233
Presentation,Moderate,Science,17,11.17547724694058,94.4011236116561,0.4044078705855564,0.6546165843975511,Low,Full,46.8009592429738
Research,Easy,History,40,7.937007305022736,43.8622271144189,0.9224886612896167,0.5345906807042592,Medium,Partial,57.107702464818914
Essay,Moderate,Math,28,13.109288195884274,57.51363373100959,0.9829403760290192,0.4512932013353992,Low,None,137.0151598282368
Essay,Easy,Computer Science,12,6.340249581877049,82.05128961354038,0.6956296557169822,0.9181562886070583,High,Partial,70.77670921705453
Presentation,Hard,Literature,27,14.568412494015714,156.2957366810119,0.8352012605537514,0.12621140649019477,Medium,None,22.937186611085387
Presentation,Moderate,Science,42,14.018679994318724,101.60452629048251,0.7745910077989767,0.7921969691565692,Low,None,244.42924083365
Math Problems,Moderate,Math,47,11.25323798205089,11.567380517029468,0.7295808318539714,0.9117186145739998,Low,Full,20.563932648928326
Research,Easy,History,30,4.551530320553044,130.38365256551853,0.3762379656831093,0.5017191214869334,Medium,Partial,251.746537481434
Research,Easy,Science,41,2.408977037502247,221.9480801387061,0.15138490411714936,0.595621442323582,Medium,Full,56.06962946439531
Coding,Moderate,History,34,12.893200026351364,196.77785053199617,0.40874655926768555,0.9500173190938341,High,Partial,292.7833470800281
Math Problems,Hard,Literature,37,2.8968831490004385,199.79861538971514,0.7002423866835159,0.291049763756963,Medium,Partial,187.10406487046419
Math Problems,Easy,Computer Science,6,12.886781440461368,192.86334404941016,0.19227627840502126,0.5681213630062164,High,Full,224.4701469145202
Math Problems,Easy,Science,7,7.616092597329226,84.45808989039745,0.1107261846804179,0.5272490144153916,Low,Partial,46.48783397089849
Math Problems,Easy,Science,32,6.395073365217511,185.99458176351015,0.2257231353426448,0.3325533830833331,High,Partial,260.6996609336718
Research,Moderate,Literature,32,13.596266293099221,42.927112296574386,0.7441623337697157,0.8367339073357971,Low,None,254.16981771838846
Research,Moderate,Math,25,9.25583924683403,161.2747138734693,0.9755143314907996,0.9096405352869122,Medium,Partial,201.10292848938954
Math Problems,Moderate,Computer Science,33,8.860903103380908,157.56077033754872,0.9847582296533384,0.803739321809388,Low,Partial,158.1483364096854
Coding,Moderate,Science,7,8.602106197053766,15.881053790638973,0.5445812342261691,0.2758230647637475,Medium,Full,220.62441434252665
Essay,Hard,Computer Science,12,5.881957982283206,191.23313072591426,0.8824170708931126,0.1780737719512434,Low,Full,16.68954137101027
Essay,Hard,Science,16,11.891825001172345,217.74706417188003,0.7631438101763537,0.6449000367748081,Low,Partial,183.84561528856094
Coding,Moderate,Computer Science,16,4.165577438228709,71.50551404858476,0.5509362132861431,0.15138528445889554,Low,None,256.5107484548324
Math Problems,Hard,History,43,14.113976920598487,196.8498665628147,0.6154844796595781,0.7055432997022758,Low,None,116.71646784480514
Research,Easy,Science,36,13.462785473180931,28.953373528248086,0.223504431955184,0.5773817982945184,High,Full,45.8624665976313
Essay,Easy,Computer Science,13,5.393464722286024,147.9926074000452,0.9438953145549328,0.6965071594692972,Low,Partial,134.95001617681376
Presentation,Easy,Math,7,11.077224662559123,121.69877902688374,0.41673679365859917,0.6311536962847696,High,Partial,222.22476798167446
Presentation,Moderate,History,36,8.811736319519076,135.56241266107,0.5015343308114526,0.4804323125744555,Medium,None,45.580844955641666
Coding,Easy,History,47,5.3959148789889015,223.02719643339935,0.7044942078981089,0.2807894621262055,Medium,None,73.72383966067363
Math Problems,Hard,Math,9,14.833563895933978,210.4025068667763,0.40051222437389855,0.3751319222294397,High,None,57.05227634617948
Essay,Moderate,Computer Science,32,0.865941514799831,190.56924116514412,0.3288332448900375,0.5720505167970789,Medium,Full,242.1301103389391
Math Problems,Hard,Literature,11,4.1633674440086565,72.95064526602533,0.6679444539431986,0.6866812842828453,Medium,Partial,32.924397398958746
Essay,Easy,Math,8,8.04107388611168,219.71828459780107,0.1224856740536645,0.8015347151960757,Low,Full,210.6771531026134
Coding,Easy,Computer Science,33,8.068318550439177,32.42676926669131,0.748652600824011,0.7904536466041547,Low,Partial,119.44022241465954
Coding,Easy,Math,23,9.03952958671068,206.2657198085212,0.5626210328888588,0.9754198689349768,Low,Full,230.40050422231116
Presentation,Moderate,Math,25,11.399304494332329,85.47681664132979,0.645178357468841,0.35725730379706855,High,Partial,289.8492743534507
Math Problems,Hard,Science,8,9.540428542529797,22.367631682256174,0.6686921433221966,0.1639996373920931,High,None,47.64541038214745
Presentation,Moderate,Computer Science,45,9.204081177656537,163.9521063753721,0.5743451408433073,0.41109124198767333,Medium,None,104.59973670422566
Math Problems,Moderate,Literature,22,1.2759597122391277,63.19438351266975,0.6242803996966624,0.768965027701669,Low,None,245.88574689987425
Presentation,Easy,Science,4,5.959689172944826,66.02135894886534,0.7154093808008871,0.49430048592996567,High,Full,90.8551400245853
Research,Moderate,Math,40,3.864808225666762,80.39084823261744,0.7778069624617068,0.8360095875304775,High,None,76.30937015812165
Research,Moderate,Math,3,4.347866618228643,24.647496525578845,0.7547071521575084,0.5943937286674135,Low,Partial,250.23272369265695
Research,Easy,Math,29,8.537893377935001,50.73924316559843,0.8826548119590355,0.9368125503674527,High,Full,296.31847374170155
Research,Moderate,Computer Science,41,3.392827066479322,11.182114344678869,0.2704990898506625,0.9530770977991619,Low,Partial,173.71096819217024
Essay,Easy,Computer Science,29,4.762261964745014,112.44418985433096,0.4610331725426178,0.16237405541687386,Medium,Full,94.24389327500168
Research,Easy,Science,34,3.937728273501431,29.378736806133396,0.9530164594130114,0.5107720957411819,Medium,Partial,128.59129905601537
Coding,Easy,Literature,34,14.253292676663824,167.01009916016577,0.45693151694769674,0.6487201551246112,Medium,Partial,63.48714330432857
Coding,Easy,Science,28,14.19765311648088,64.19325577407912,0.2123830692153304,0.3302852867309915,Low,Full,232.13787448386446
Essay,Moderate,History,13,9.344152599642749,227.02205312809073,0.5729006137259616,0.46636910144108223,High,Full,235.44009507948886
Research,Easy,Math,15,13.905575796612549,210.3878743016901,0.19854187529901596,0.7099133870059284,Medium,None,264.4094828290109
Research,Easy,Math,23,11.89428335929141,76.5714058426879,0.2825679148550787,0.3040608042085253,Medium,None,22.581730625020704
Research,Moderate,Math,44,9.054244300626227,190.13955457103611,0.9984868809138611,0.6417832176770072,Medium,Partial,175.1646823635181
Presentation,Moderate,Science,26,0.5933105667035379,194.74632807290544,0.5872263745565188,0.7277030453478754,High,Partial,76.06279878780755
Math Problems,Hard,Science,4,11.701486148151359,236.9095162463144,0.3556525501363861,0.18144667998628008,High,Partial,112.15165941532177
Presentation,Moderate,Math,26,10.686080953032798,147.50319697450755,0.9952974591165155,0.5477763844247076,Low,Full,238.71235035665464
Math Problems,Moderate,Science,40,9.421177972595004,28.852118968042305,0.9699030266996289,0.3367720269317717,Medium,Full,69.72959092302641
Research,Hard,Computer Science,9,11.52615251939584,158.7725626530676,0.49666513697583725,0.7519477203982401,High,None,196.92739891561055
Research,Moderate,Computer Science,5,7.9373713892341025,153.74534212648808,0.3343627979091176,0.2705999576832464,Low,Partial,201.55136449872546
Presentation,Moderate,Science,32,10.709207434159417,156.8206328066993,0.854559674282971,0.9030141239842957,Medium,None,286.9167657471557
Presentation,Moderate,Math,20,14.059995257534153,80.64349906396865,0.7440586452746072,0.4878472028664942,High,Full,235.92086463074705
Math Problems,Moderate,Science,11,5.949172729768251,207.72630456847656,0.7182472915031594,0.2782027272767982,High,Full,244.03601693880262
Coding,Hard,Science,15,10.767766606059068,230.67860207974473,0.9038023671902253,0.49421961671529646,Low,Full,166.50621347009962
Math Problems,Moderate,Science,32,7.397473361158902,60.07387798497485,0.7204754204841922,0.46786938652767507,Medium,None,68.23253004127564
Presentation,Moderate,History,28,10.278794951302732,30.274996371428223,0.3554181487373943,0.4860270635443392,Medium,Full,136.2855592297302
Presentation,Hard,Computer Science,22,11.56195336553828,54.74305762875134,0.7244768456881591,0.6270051641477022,High,Partial,171.6045284508688
Essay,Easy,Literature,41,1.1590612563190414,198.72699202881532,0.3752321601552976,0.5690563524221838,Medium,None,208.34948673840802
Presentation,Hard,Literature,17,9.875706437255598,165.62826600856494,0.7833150816912955,0.2347994185128124,Low,Full,188.19709687209925
Essay,Easy,History,26,3.7877471739006965,156.29088873799913,0.6577730690424094,0.1590211653819727,High,None,127.28368124141441
Coding,Hard,Science,44,10.215471798209718,102.41242107516763,0.16967039678627555,0.7564739038538865,High,None,90.6142354938148
Math Problems,Hard,History,7,7.2907876960402955,142.9004334476302,0.5615518261916279,0.6037456923354821,Low,Full,62.94579031304968
Math Problems,Moderate,History,42,11.716514757040864,80.8110488131045,0.4089708722761669,0.4231006912713374,High,Full,212.7459350875959
Essay,Easy,Math,26,2.2893118204811485,119.7560182661311,0.3957135694590649,0.8275220402482665,Medium,None,198.93862217905823
Math Problems,Moderate,Computer Science,25,9.58167409901483,192.40449652525086,0.6420306721395315,0.44925262683486133,Medium,None,210.90115274097488
Presentation,Easy,Literature,10,4.537825569449509,235.6855674147563,0.39009234202248244,0.8163685806405467,High,Full,121.17032404879653
Research,Hard,Science,45,12.868238932293577,224.4724524256544,0.7992043733843854,0.37518051476113723,Low,Partial,89.78622943266232
Essay,Hard,Literature,19,13.961560831726459,224.78916685463722,0.163712292410057,0.1655607677906798,Low,None,231.52057867406373
Math Problems,Easy,Literature,11,14.947775258346304,102.51145901483585,0.6943494271562429,0.9393757244199361,Medium,None,235.48950759077022
Essay,Moderate,Computer Science,13,12.042107335195608,117.82167251656192,0.8282753232910671,0.4550960163532358,Low,Partial,144.85066658054959
Essay,Moderate,Literature,8,11.429144021206065,172.29614116486576,0.705548520928387,0.8134233155644401,High,Full,189.39266415868738
Research,Moderate,Literature,40,3.62476100357949,222.10414345179538,0.5475062755179961,0.351229719900074,High,Full,121.45310430604624
Presentation,Moderate,History,4,5.372102355356577,42.65867965097947,0.955276312362563,0.6817286009112904,Medium,Partial,215.05495203414492
Essay,Hard,Computer Science,47,7.252396855553053,79.97562868025503,0.3699446408182573,0.8859797859319555,Medium,Full,253.18065504464332
Math Problems,Hard,Math,31,11.714025192842621,42.02677425664519,0.11725109877248001,0.1374796201059823,Medium,Full,211.14648404066008
Coding,Hard,Science,28,13.767005043630546,150.7619618906747,0.4887904343170968,0.8475721882174803,Low,None,161.0860486514339
Essay,Hard,Literature,11,3.242516950333277,80.44922928413364,0.12971074231029453,0.6141997044747357,High,None,145.71751845532555
Essay,Hard,Science,43,13.874328527716491,85.0048060778919,0.9585430772737679,0.6467245785177123,High,None,198.0611005280871
Research,Moderate,Math,1,10.586557459133841,26.310670682235227,0.2889262411732464,0.5708422007253844,High,Partial,208.7461041063791
Presentation,Moderate,Science,49,9.35617559493306,90.45309421574615,0.8100343215539916,0.8870275929552782,Medium,Full,174.2378914044936
Coding,Moderate,Math,47,3.397698433588123,208.37419670236463,0.7971148748569283,0.13909002151207372,High,Full,193.10854840560756
Math Problems,Moderate,History,38,1.305112975732683,63.60674673489204,0.2959560097146402,0.3349255523822633,Low,None,42.52777451094168
Coding,Hard,Literature,24,8.74274102836513,169.8931172283151,0.6591038774321506,0.8881862849732398,Low,None,286.2531721005631
Math Problems,Hard,Math,47,9.94697740826894,154.8145193358763,0.1432710716378052,0.7771111322787604,High,Partial,240.3703231636297
Presentation,Hard,Science,31,3.5563310156429795,208.60145992489652,0.5352171271334807,0.11588064416074527,Medium,Full,121.56944286643339
Math Problems,Easy,Literature,41,8.568614984469118,40.426227959738796,0.11318241454523807,0.5653056548887379,High,Partial,175.40159412178454
Research,Moderate,History,46,12.919154340057316,234.84569087935992,0.9290294921627577,0.5766154126414074,Low,Full,28.487491088880084
Research,Moderate,Literature,26,12.60845620909779,144.00458858928408,0.9784774217796145,0.46079392161511934,Low,Partial,26.74992698973221
Research,Hard,Math,49,13.946650118501308,238.9590550397673,0.3000544899747267,0.36765399885579075,Low,None,86.47752550690937
Research,Moderate,History,5,5.805344238574766,219.64838694914567,0.2872954311367355,0.7135523653711079,High,Partial,211.56496807391764
Coding,Moderate,Science,20,5.111718801988321,60.948972586014335,0.7783481589059167,0.28701141823427845,Low,Partial,257.86210812300334
Presentation,Hard,History,41,11.366677086721726,22.917262277762013,0.328041458946401,0.8190537058645354,Medium,None,174.36797579425678
Math Problems,Easy,History,11,6.751129873906573,68.79699157293315,0.9055689032456605,0.8227334446907246,High,Full,166.65783078097044
Math Problems,Easy,Computer Science,33,1.769455628402819,131.33963926986655,0.616536222510684,0.47373529381553847,High,Full,129.65821713056778
Research,Easy,History,38,4.600616394722246,49.4671644249937,0.4156998607092809,0.35519320981868285,Low,None,61.05541744803604
Research,Hard,History,27,6.569443140206593,48.515741239137355,0.849424371714478,0.35549036343164186,Low,Partial,48.730918878077446
Essay,Moderate,Literature,34,4.741488169405654,116.39651583418521,0.5440660303720557,0.5340621915965891,Medium,Partial,231.79373194797532
Presentation,Hard,Science,15,5.316980778736164,17.65163336895244,0.920469622337628,0.7476213022744229,High,Partial,279.338512119524
Coding,Hard,Literature,32,4.759750639528666,38.0342589824222,0.9352128130564429,0.42298182189447286,Low,Full,145.61071667008784
Math Problems,Moderate,Literature,21,1.1017379241546519,105.64810806382793,0.2488781369155684,0.6490390109119764,Medium,Partial,202.9420127339569
Essay,Easy,Math,46,9.737873161954417,24.519879117832286,0.10209106551873726,0.4442360145243349,Low,Full,275.62043050106826
Essay,Easy,Literature,5,9.160740095125306,101.25366298477175,0.985537846128162,0.37407087023624497,High,Partial,40.68238538623119
Math Problems,Hard,Computer Science,6,9.974060727940868,119.02144116814237,0.9155237825147314,0.12237356432421476,Low,None,234.5872141389235
Coding,Easy,Computer Science,38,3.288493492487598,113.79132123681632,0.1499007121334573,0.10352269516185159,High,None,190.79281204703892
Essay,Hard,Math,22,4.786990853381036,209.91021720271007,0.849730837546963,0.304486910048804,Low,Full,185.6115959665105
Essay,Hard,Science,18,9.484430940701372,131.91436466189845,0.512024439303286,0.4657656581208959,High,Full,98.37402211724739
Presentation,Moderate,Science,14,9.19459974266886,117.63550636994998,0.3330654445224777,0.8661350506258543,Medium,None,209.9096061116379
Coding,Moderate,Literature,10,7.841789485636883,104.46312644008323,0.8908718713092368,0.8186358186373829,High,None,241.51736012392132
Essay,Moderate,Literature,46,5.580992125147862,198.05337701003182,0.27700050915127655,0.3404487363291909,Medium,Partial,47.16457700895369
Coding,Hard,Literature,13,13.737499569233004,215.8630189199616,0.9525699994780602,0.3200863986858694,High,None,167.0536078295804
Math Problems,Moderate,Science,31,5.426668513333235,206.24576791533704,0.285059338929407,0.3045898639630247,Medium,Full,43.860576581411756
Research,Easy,History,30,7.106477768340148,164.9157129702199,0.6523148689558692,0.40531360647598036,Low,None,263.6835954998287
Essay,Easy,Computer Science,3,10.332650548836027,41.593201572795074,0.3007777010760774,0.5483788476055168,High,Full,159.67646595705898
Presentation,Hard,History,30,8.37381074756808,73.68009298316282,0.5911017984717712,0.494800994828418,Low,Full,245.27022143931586
Math Problems,Hard,History,6,5.52984665728359,20.59450464685481,0.7155776169236272,0.2964458789033444,Medium,Partial,119.90440673487107
Coding,Moderate,Science,29,6.816849461619393,224.08953724772624,0.2712051377381238,0.21740626894925624,High,Partial,50.64729464265274
Math Problems,Hard,History,8,12.019971858875838,161.9836618289094,0.5687972044306113,0.11132003123757585,High,Partial,26.82730174992777
Essay,Hard,Math,44,4.53287275455588,181.66346339204554,0.5221537699511071,0.23856691479985348,Low,Partial,95.23024192012701
Coding,Easy,Literature,45,2.5627009767638236,81.66150010391266,0.16393367926300711,0.7348207331747064,High,None,84.60660460376238
Research,Easy,Math,43,5.0408664265317675,204.50031012378875,0.8364770359077727,0.3192747124110247,High,Partial,174.70031259568913
Math Problems,Moderate,Computer Science,44,12.81824612457457,69.70875525295006,0.40211416057855753,0.5217416291093588,Low,None,21.195568848156597
Essay,Hard,Literature,33,1.7903508654170266,10.378064135863427,0.6171239777966916,0.6321710340309202,High,Partial,163.36260512526442
Presentation,Hard,History,17,14.87959306390055,96.57544137975961,0.563305811439821,0.8981568125484464,Low,Partial,126.65494647342089
Coding,Easy,Computer Science,48,8.344542034451106,141.27514062058688,0.561934454113398,0.8999695885540775,Low,Full,179.47984692561602
Math Problems,Hard,Literature,11,14.780263287522864,120.10211733207018,0.19650015478763871,0.7711603603132231,Low,None,215.18899552285393
Math Problems,Easy,History,13,14.115448120246674,208.27751279261733,0.48113380832439956,0.13164129284365128,Low,Full,195.71620434775411
Research,Moderate,Math,11,7.065798856058293,34.24321576991839,0.5071300832859132,0.6175633771768734,Low,Partial,295.6236452714094
Research,Easy,Literature,31,3.3781205817775617,137.3793913457569,0.7602785563280037,0.8079251237483558,Medium,None,54.40562300490825
Presentation,Hard,History,28,2.8908292601945074,127.98525045880871,0.8560169487286287,0.1155592402870269,Medium,Partial,137.47504754498686
Presentation,Moderate,Math,44,3.979845776114384,74.72038589959749,0.5904840502900162,0.5947161522909205,Low,Full,136.0767599433437
Essay,Easy,Computer Science,6,10.796923288185791,199.11246589271244,0.17810465865849145,0.8719877312074265,Medium,None,133.86016305533238
Essay,Easy,Computer Science,41,4.457774923606573,183.15519085290745,0.3131645235368916,0.5266918682580403,Medium,Full,204.18254173216047
Presentation,Moderate,Computer Science,16,5.450666409262325,178.5576130863211,0.24844062416745796,0.10369558260770362,High,Partial,154.6009972558159
Presentation,Moderate,Computer Science,4,7.007292657921914,211.52427000199788,0.21215355687021226,0.10991202250204672,Low,Partial,162.46827954669448
Coding,Easy,Science,35,13.741873866111117,176.24045814294988,0.4293093687560269,0.4749724336723755,Medium,Partial,138.22145776182793
Research,Hard,Literature,48,3.2462045593302684,63.323497094387086,0.3064541519389439,0.23950780067507912,High,None,297.6343463902903
Essay,Easy,Literature,26,0.5728850128421452,172.27942367942896,0.2964728006303611,0.6980055913839336,High,Full,279.354984413427
Research,Moderate,Science,12,1.3713979504834672,80.77164707966408,0.1492238571186409,0.7379193384155386,Low,Full,102.70139396884572
Research,Easy,History,11,13.61911195436171,65.70016957991822,0.1159030403158905,0.26009181591456576,Low,Partial,46.80426855850015
Presentation,Moderate,History,37,9.888988740228765,26.790826366914285,0.1924914183848036,0.8996799596720364,High,Full,254.33294635100182
Coding,Moderate,Computer Science,25,4.459088980253198,181.12657347996566,0.2549777314812698,0.49771706048103326,Low,None,299.1935216563315
Math Problems,Hard,Math,18,3.069291264662271,173.53022124845657,0.4878853559633828,0.22856131683273137,Low,Partial,98.39353480129897
Coding,Moderate,History,19,4.766867681238158,63.93487986504156,0.5594682351689602,0.7878264382624559,High,Partial,116.96870386490338
Coding,Moderate,Math,23,2.1645554451435616,182.35717384655587,0.22653272635602903,0.8109770500150956,High,Partial,283.3654567232828
Research,Hard,Literature,38,14.152227199124395,221.1034031115172,0.4823050073717676,0.6753659253989117,Low,None,217.67191263088063
Coding,Moderate,Math,18,11.87098952829637,34.846660223063225,0.4075739580933345,0.8681189978822978,Medium,Partial,99.25692455719631
Essay,Hard,Literature,26,7.204672065231841,63.50642682895824,0.26508127914816043,0.7636356748276042,Low,Partial,180.5982500159158
Research,Hard,Science,6,13.04195777417043,182.55998264008255,0.1061566733335272,0.8939851635042915,Medium,Partial,284.105430118813
Essay,Moderate,Science,4,4.117143962251868,73.136534906628,0.5203160798695675,0.49049924363693154,High,Partial,246.3667354795469
Math Problems,Moderate,Computer Science,44,10.898248242846806,153.67271408525485,0.7170865743386794,0.7728374152894982,Medium,Full,226.422323412668
Research,Easy,History,29,12.91392123569928,28.66777162665434,0.3036496007294263,0.9997764070861399,High,Partial,225.0439488422014
Math Problems,Hard,Computer Science,34,5.673146318537453,114.0065701938139,0.21862614690701143,0.7524380777676573,Low,None,65.73579242329704
Research,Easy,Literature,17,11.483234459035407,179.99102705837922,0.8983384700022656,0.20276540221341893,Low,Partial,250.0341531799619
Presentation,Moderate,Computer Science,43,4.778549064332486,167.8982068999481,0.347522295239018,0.5664868501862647,High,Partial,93.69381024638557
Coding,Easy,Math,43,4.833428461255947,197.46658315543556,0.3012513578133983,0.6286130121187251,High,Full,280.1544975019359
Presentation,Hard,Literature,16,2.0523290890356978,211.81398911872884,0.8713872456489242,0.2567896075642519,High,Partial,118.92239743892814
Math Problems,Easy,Science,2,6.880841674386281,187.8322052895144,0.8353963892500852,0.9666024707602339,Low,Full,259.4332131570431
Coding,Hard,History,34,11.080822644212622,164.46518087595297,0.5035118234721703,0.2580217998711547,Low,None,90.87654593757341
Research,Moderate,Literature,8,14.133201680783632,17.296173117687164,0.5403149752849971,0.2598021277419005,Medium,Full,161.64017692593853
Coding,Moderate,Literature,13,9.255056382971894,133.04233488417213,0.2959738343506198,0.9236504241770994,High,Partial,45.46230921438226
Essay,Hard,Math,42,13.015465297168216,18.67047673041614,0.17047150343160175,0.518684889809504,Medium,None,203.1338873539096
Coding,Moderate,History,8,12.426172414708292,195.8555979366852,0.6160886428200949,0.1568694513470646,Low,Partial,253.28259342254893
Essay,Moderate,Science,30,3.0134742681415725,83.76664062579025,0.18851042943119184,0.6383687499446757,Medium,Full,219.7574751711886
Coding,Moderate,Literature,32,7.5443527192331565,139.3587560471218,0.5043470922609848,0.641643713769743,Medium,None,164.12867618751733
Essay,Moderate,Literature,36,2.195391265118176,74.2724206833476,0.9464474786617096,0.15805068281790563,Low,None,27.858025401415954
Math Problems,Hard,Math,47,10.391220842643706,189.97503320746753,0.957550950253526,0.9752702460702958,Low,Full,281.0306870436946
Presentation,Easy,Computer Science,30,14.273545189568102,213.8955811276376,0.3153990578926228,0.589626968765118,High,Full,216.06452134491087
Research,Easy,Science,1,2.4877971421419693,101.68777366900471,0.6617020780410889,0.6038161499617878,Medium,None,227.57130793411991
Coding,Moderate,History,43,11.141305396636849,208.47215050752746,0.5266686376970718,0.568103873052155,Low,None,241.48396402058003
Presentation,Easy,Literature,39,9.667453187583984,71.42725171495644,0.8881166148274954,0.649658601680158,Low,Full,228.10687638936903
Research,Easy,Literature,17,8.962273036617447,132.97201230737048,0.3442877778484479,0.3378697774963795,Medium,Partial,140.7181067680251
Research,Moderate,Science,20,6.1567434029809185,207.51512886290192,0.10333216614917518,0.35851721317735674,Low,None,224.08222134706486
Essay,Moderate,Computer Science,24,5.649408892430282,84.95270880163179,0.2463050853382736,0.5602051808165195,High,Full,193.13263452594376
Math Problems,Easy,Literature,22,1.156113240773874,229.42972096795972,0.4145705210524583,0.8260172692872216,High,Partial,258.39465509560415
Math Problems,Hard,Science,29,3.659676269654195,38.032285409718234,0.3841490167934397,0.14487811884476098,Medium,None,243.70104737115057
Presentation,Moderate,Math,22,0.7200647931589901,14.203266036406433,0.8122266272105974,0.6430637909982214,High,None,26.791699003169068
Math Problems,Hard,Computer Science,44,8.930548030939297,217.95113109298384,0.712504599524954,0.8261003282556826,Low,Full,122.9828207447925
Coding,Easy,History,9,2.034871920229678,25.789193214010616,0.3696006876534076,0.24122554483350445,Low,Partial,24.89410337240995
